高於閾值？,人均 GDP,出生率資料桶,預期壽命,Co2 排放量,GDP,記錄數,人口 0-14,人口 15-64,人口 65+,人口總數,人均 GDP(資料桶),人均醫療費用,入境旅遊,出境旅遊,出生率,區域,經商便利度(叢集),國家/地區,城市人口,女性預期壽命,年份,新生兒死亡率,營業稅稅率,男性預期壽命,經商便利度,網際網路使用率,能源使用,行動電話使用率,貸款利率,辦稅小時數,醫療費用 % Gdp,開業天數
低於閾值,$679,1.5-3%,61,2428,$7B,1,0.369,0.587,0.044,9.6M,$0,$36,$0B,$0B,2.7%,美洲,低,Haiti,49.0%,63,2008/12/1,0.061,40%,59,,8%,2927,33%,0.178,184,5.5%,195
低於閾值,"$1,696",1.5-3%,66,13773,$17B,1,0.37,0.585,0.046,9.8M,$0,$84,$0B,$0B,2.7%,美洲,低,Bolivia,65.6%,68,2008/12/1,0.038,80%,64,,13%,5973,51%,0.139,"1,080",4.9%,50
低於閾值,"$1,883",1.5-3%,73,8672,$14B,1,0.38,0.578,0.042,7.3M,$0,$159,$1B,$0B,2.8%,美洲,中等,Honduras,50.4%,75,2008/12/1,0.023,44%,70,,10%,4648,85%,0.179,224,8.4%,20
低於閾值,"$2,867",高於 3%,71,11441,$39B,1,0.422,0.534,0.044,13.6M,$0,$199,$1B,$1B,3.3%,美洲,友好,Guatemala,48.4%,74,2008/12/1,0.03,41%,67,,8%,8157,110%,0.134,344,6.9%,34
低於閾值,,高於 3%,,161,,1,,,,0.0M,,,,,,美洲,Not Clustered,Turks and Caicos Islands,89.8%,,2009/12/1,,,,,,,,,,,
低於閾值,"$6,797",高於 3%,,128,$0B,1,,,,0.1M,"$4,688",$342,$0B,$0B,,美洲,友好,Dominica,67.8%,,2009/12/1,0.011,37%,,,42%,,139%,0.1,117,5.0%,13
低於閾值,"$13,703",高於 3%,,260,$1B,1,,,,0.1M,"$9,376",$686,$0B,$0B,,美洲,友好,St. Kitts and Nevis,31.8%,,2009/12/1,0.009,53%,,,69%,,146%,0.088,155,5.0%,19
低於閾值,,高於 3%,76,,,1,,,,0.0M,,,$1B,$0B,,美洲,Not Clustered,Sint Maarten (Dutch part),100.0%,78,2009/12/1,,,73,,,,,,,,
低於閾值,"$5,499",低於 1.5%,79,29901,$62B,1,0.177,0.701,0.121,11.3M,"$4,688",$651,$2B,,1.0%,美洲,Not Clustered,Cuba,76.5%,81,2009/12/1,0.005,,77,,14%,12346,6%,,,11.7%,
低於閾值,"$24,640",低於 1.5%,75,2296,$2B,1,0.21,0.69,0.099,0.1M,"$23,440",,$1B,$0B,1.1%,美洲,Not Clustered,Aruba,43.4%,77,2009/12/1,,,72,,58%,,126%,0.108,,,
低於閾值,"$40,739",低於 1.5%,81,513937,"$1,370B",1,0.166,0.695,0.139,33.6M,"$37,504","$4,528",$16B,$30B,1.1%,美洲,非常友好,Canada,80.8%,83,2009/12/1,0.005,42%,79,,80%,251326,71%,0.024,119,11.4%,5
低於閾值,"$25,769",低於 1.5%,78,,$96B,1,0.208,0.664,0.128,3.7M,"$23,440",,$3B,$1B,1.2%,美洲,非常友好,Puerto Rico,93.9%,82,2009/12/1,,61%,74,,42%,,73%,,218,,7
低於閾值,"$88,463",低於 1.5%,80,466,$6B,1,,,,0.1M,"$84,384",,$0B,$0B,1.2%,美洲,Not Clustered,Bermuda,100.0%,82,2009/12/1,,,77,,83%,,131%,,,,
低於閾值,"$16,461",低於 1.5%,75,1624,$5B,1,0.195,0.701,0.104,0.3M,"$14,064","$1,025",$1B,$0B,1.3%,美洲,友好,Barbados,32.2%,77,2009/12/1,0.014,,72,,65%,,121%,0.092,,8.0%,
低於閾值,,低於 1.5%,76,,,1,0.2,0.67,0.13,0.1M,,,$0B,$0B,1.3%,美洲,Not Clustered,Curacao,90.0%,80,2009/12/1,,,72,,,,140%,,,,
高於閾值,"$46,940",低於 1.5%,79,5311840,"$14,400B",1,0.2,0.672,0.128,306.8M,"$46,880","$8,009",$150B,,1.4%,美洲,非常友好,United States,80.6%,81,2009/12/1,0.006,46%,76,,71%,2164458,89%,0.033,187,17.7%,5
低於閾值,"$10,123",低於 1.5%,79,67267,$172B,1,0.226,0.685,0.089,17.0M,"$9,376",$760,$2B,$2B,1.4%,美洲,非常友好,Chile,88.4%,82,2009/12/1,0.008,25%,76,,42%,29484,97%,0.073,316,7.5%,27
低於閾值,"$14,618",1.5-3%,70,48177,$19B,1,0.208,0.711,0.081,1.3M,"$14,064",$887,$1B,$0B,1.5%,美洲,友好,Trinidad and Tobago,9.2%,73,2009/12/1,0.021,33%,66,,44%,20277,140%,0.119,210,6.1%,43
低於閾值,"$9,065",1.5-3%,77,7891,$30B,1,0.228,0.634,0.138,3.4M,"$4,688",$803,$1B,$0B,1.5%,美洲,友好,Uruguay,94.2%,80,2009/12/1,0.011,42%,73,,42%,4134,122%,0.153,336,8.9%,65
低於閾值,,1.5-3%,,587,,1,,,,0.1M,,,$0B,$0B,1.6%,美洲,Not Clustered,Cayman Islands,100.0%,,2009/12/1,,,,,65%,,200%,,,,
低於閾值,"$22,508",1.5-3%,71,557,$1B,1,,,,0.1M,"$18,752",,,,1.6%,美洲,Not Clustered,Greenland,84.1%,73,2009/12/1,,,68,,63%,,95%,,,,
低於閾值,"$8,372",1.5-3%,73,367147,"$1,620B",1,0.259,0.673,0.067,193.5M,"$4,688",$733,$6B,$13B,1.6%,美洲,中等,Brazil,84.0%,77,2009/12/1,0.016,66%,69,,39%,240464,88%,0.447,"2,600",8.8%,119
低於閾值,"$4,522",1.5-3%,73,8592,$12B,1,0.296,0.626,0.078,2.7M,$0,$229,$2B,$0B,1.6%,美洲,友好,Jamaica,53.6%,75,2009/12/1,0.016,50%,70,,24%,3022,108%,0.164,414,5.2%,8
低於閾值,"$22,061",1.5-3%,75,1643,$8B,1,0.23,0.702,0.068,0.4M,"$18,752","$1,640",$2B,$0B,1.6%,美洲,友好,"Bahamas, The",82.5%,78,2009/12/1,0.012,45%,71,,34%,,101%,0.055,58,7.4%,31
低於閾值,"$6,386",1.5-3%,79,7818,$29B,1,0.255,0.682,0.064,4.6M,"$4,688",$619,$2B,$0B,1.6%,美洲,中等,Costa Rica,70.6%,81,2009/12/1,0.009,55%,77,,34%,4561,42%,0.197,282,9.7%,60
低於閾值,"$6,177",1.5-3%,72,202,$1B,1,0.269,0.663,0.068,0.1M,"$4,688",$317,$0B,$0B,1.7%,美洲,友好,St. Vincent and the Grenadines,48.4%,74,2009/12/1,0.019,41%,70,,31%,,111%,0.092,111,5.1%,11
低於閾值,"$6,735",1.5-3%,75,385,$1B,1,0.258,0.66,0.083,0.2M,"$4,688",$537,$0B,$0B,1.7%,美洲,友好,St. Lucia,19.2%,77,2009/12/1,0.014,34%,72,,36%,,108%,0.106,92,8.1%,14
低於閾值,"$9,444",1.5-3%,76,179639,$378B,1,0.251,0.643,0.105,40.0M,"$9,376",$726,$4B,$6B,1.7%,美洲,中等,Argentina,90.8%,79,2009/12/1,0.013,108%,72,,34%,76075,131%,0.157,453,9.4%,26
低於閾值,"$13,978",1.5-3%,76,499,$1B,1,0.267,0.661,0.073,0.1M,"$9,376",$638,$0B,$0B,1.7%,美洲,友好,Antigua and Barbuda,26.8%,78,2009/12/1,0.009,41%,73,,42%,,156%,0.101,207,4.6%,21
低於閾值,,1.5-3%,79,,,1,,,,0.0M,,,,,1.7%,美洲,Not Clustered,St. Martin (French part),,82,2009/12/1,,,75,,,,,,,,
低於閾值,"$7,450",1.5-3%,70,2468,$4B,1,0.29,0.647,0.064,0.5M,"$4,688",$457,$0B,$0B,1.9%,美洲,低,Suriname,66.4%,73,2009/12/1,0.023,28%,67,,31%,,147%,0.117,199,6.1%,694
低於閾值,"$7,397",1.5-3%,73,253,$1B,1,0.279,0.648,0.073,0.1M,"$4,688",$462,$0B,$0B,1.9%,美洲,中等,Grenada,35.7%,75,2009/12/1,0.012,45%,70,,24%,,110%,0.11,140,6.2%,20
低於閾值,"$5,109",1.5-3%,74,70850,$234B,1,0.291,0.654,0.055,45.8M,"$4,688",$358,$3B,$2B,2.0%,美洲,非常友好,Colombia,74.7%,77,2009/12/1,0.016,80%,70,,30%,30815,92%,0.13,208,7.0%,20
低於閾值,"$7,688",1.5-3%,77,446237,$895B,1,0.305,0.636,0.058,116.4M,"$4,688",$526,$13B,$9B,2.0%,美洲,非常友好,Mexico,77.5%,79,2009/12/1,0.015,51%,74,,26%,175752,72%,0.071,517,6.4%,11
低於閾值,"$3,341",1.5-3%,72,6476,$21B,1,0.328,0.604,0.068,6.2M,$0,$228,$1B,$0B,2.1%,美洲,中等,El Salvador,63.8%,76,2009/12/1,0.016,35%,67,,12%,4214,122%,,320,6.8%,17
低於閾值,"$4,182",1.5-3%,74,47356,$121B,1,0.304,0.637,0.059,28.9M,$0,$234,$2B,$1B,2.1%,美洲,非常友好,Peru,76.6%,76,2009/12/1,0.016,37%,71,,31%,17200,85%,0.21,380,5.3%,41
低於閾值,"$11,510",1.5-3%,74,185341,$329B,1,0.298,0.647,0.055,28.6M,"$9,376",$665,$1B,$2B,2.1%,美洲,低,Venezuela,88.7%,77,2009/12/1,0.014,60%,71,,33%,69597,98%,0.199,864,5.8%,141
低於閾值,"$7,170",1.5-3%,77,8636,$26B,1,0.296,0.638,0.066,3.6M,"$4,688",$541,$2B,$1B,2.1%,美洲,友好,Panama,64.8%,80,2009/12/1,0.017,44%,74,,39%,3367,168%,0.082,482,8.1%,12
低於閾值,"$2,593",1.5-3%,66,1555,$2B,1,0.376,0.591,0.033,0.8M,$0,$165,$0B,$0B,2.2%,美洲,中等,Guyana,28.2%,68,2009/12/1,0.033,39%,63,,24%,,63%,0.145,288,6.4%,30
低於閾值,"$4,703",1.5-3%,73,20323,$46B,1,0.315,0.625,0.059,9.9M,"$4,688",$256,$4B,$1B,2.2%,美洲,中等,Dominican Republic,72.5%,76,2009/12/1,0.026,38%,70,,28%,6941,87%,0.181,324,5.4%,13
低於閾值,"$4,237",1.5-3%,76,30473,$63B,1,0.313,0.627,0.061,14.8M,$0,$302,$1B,$1B,2.2%,美洲,中等,Ecuador,62.5%,78,2009/12/1,0.022,35%,73,,25%,12678,90%,,600,7.1%,64
低於閾值,"$1,459",1.5-3%,74,4496,$8B,1,0.351,0.604,0.045,5.7M,$0,$109,$0B,$0B,2.4%,美洲,中等,Nicaragua,57.0%,77,2009/12/1,0.023,63%,70,,7%,2903,58%,0.14,240,7.7%,39
低於閾值,"$2,510",1.5-3%,72,4518,$16B,1,0.34,0.61,0.051,6.3M,$0,$187,$0B,$0B,2.5%,美洲,中等,Paraguay,58.3%,74,2009/12/1,0.021,35%,70,,19%,4476,89%,0.283,328,7.5%,35
低於閾值,"$4,447",1.5-3%,73,414,$1B,1,0.36,0.601,0.039,0.3M,$0,$259,$0B,$0B,2.5%,美洲,中等,Belize,45.2%,76,2009/12/1,0.016,33%,70,,12%,,54%,0.141,147,5.8%,44
低於閾值,$674,1.5-3%,62,2263,$7B,1,0.365,0.59,0.044,9.8M,$0,$43,$0B,$0B,2.7%,美洲,低,Haiti,50.5%,63,2009/12/1,0.06,40%,60,,8%,2732,37%,0.173,184,6.5%,195
低於閾值,"$1,735",1.5-3%,66,14408,$17B,1,0.365,0.589,0.046,10.0M,$0,$100,$0B,$0B,2.7%,美洲,低,Bolivia,66.0%,68,2009/12/1,0.036,80%,64,,17%,6203,65%,0.124,"1,080",5.8%,50
低於閾值,"$1,953",1.5-3%,73,7866,$15B,1,0.374,0.584,0.043,7.5M,$0,$173,$1B,$0B,2.7%,美洲,中等,Honduras,51.1%,75,2009/12/1,0.022,44%,70,,10%,4453,112%,0.194,224,9.1%,14
低於閾值,"$2,697",高於 3%,71,11844,$38B,1,0.419,0.537,0.044,14.0M,$0,$190,$1B,$1B,3.3%,美洲,友好,Guatemala,48.9%,74,2009/12/1,0.029,41%,67,,9%,9318,124%,0.138,344,7.1%,37
低於閾值,,高於 3%,,,,1,,,,0.0M,,,$1B,$0B,,美洲,Not Clustered,Sint Maarten (Dutch part),100.0%,,2010/12/1,,,,,,,,,,,
低於閾值,,高於 3%,,161,,1,,,,0.0M,,,,,,美洲,Not Clustered,Turks and Caicos Islands,90.2%,,2010/12/1,,,,,,,,,,,
低於閾值,"$13,222",高於 3%,,249,$1B,1,,,,0.1M,"$9,376",$739,$0B,$0B,,美洲,友好,St. Kitts and Nevis,31.8%,,2010/12/1,0.009,53%,,,76%,,153%,0.086,155,5.4%,19
低於閾值,"$5,702",低於 1.5%,79,38364,$64B,1,0.173,0.702,0.124,11.3M,"$4,688",$583,$2B,,1.0%,美洲,Not Clustered,Cuba,76.6%,81,2010/12/1,0.005,,77,,16%,11308,9%,,,10.6%,
低於閾值,"$24,289",低於 1.5%,75,2321,$2B,1,0.208,0.689,0.103,0.1M,"$23,440",,$1B,$0B,1.1%,美洲,Not Clustered,Aruba,43.1%,77,2010/12/1,,,73,,62%,,130%,0.107,,,
低於閾值,"$26,438",低於 1.5%,78,,$98B,1,0.205,0.665,0.13,3.7M,"$23,440",,$3B,$1B,1.1%,美洲,非常友好,Puerto Rico,93.8%,82,2010/12/1,,64%,74,,45%,,79%,,218,,7
低於閾值,"$47,346",低於 1.5%,81,499137,"$1,610B",1,0.165,0.694,0.142,34.0M,"$46,880","$5,273",$18B,$37B,1.1%,美洲,非常友好,Canada,80.9%,83,2010/12/1,0.005,28%,79,,80%,250992,76%,0.026,131,11.4%,5
低於閾值,"$88,207",低於 1.5%,80,477,$6B,1,,,,0.1M,"$84,384",,$0B,$0B,1.2%,美洲,Not Clustered,Bermuda,100.0%,82,2010/12/1,,,77,,84%,,136%,,,,
低於閾值,"$6,677",低於 1.5%,,136,$0B,1,,,,0.1M,"$4,688",$400,$0B,$0B,1.3%,美洲,友好,Dominica,68.1%,,2010/12/1,0.011,37%,,,48%,,148%,0.095,117,6.0%,13
低於閾值,"$15,812",低於 1.5%,75,1503,$4B,1,0.193,0.703,0.104,0.3M,"$14,064",$978,$1B,$0B,1.3%,美洲,友好,Barbados,32.1%,77,2010/12/1,0.014,,72,,68%,,125%,0.087,,6.7%,
高於閾值,"$48,492",低於 1.5%,79,5433057,"$15,000B",1,0.198,0.671,0.131,309.3M,"$46,880","$8,254",$165B,,1.3%,美洲,非常友好,United States,80.8%,81,2010/12/1,0.006,47%,76,,72%,2215504,91%,0.033,187,17.7%,5
低於閾值,,低於 1.5%,,,,1,0.198,0.67,0.132,0.1M,,,$0B,$0B,1.4%,美洲,Not Clustered,Curacao,89.9%,,2010/12/1,,,,,,,138%,,,,
低於閾值,"$12,711",低於 1.5%,79,72258,$218B,1,0.221,0.687,0.092,17.2M,"$9,376",$894,$2B,$2B,1.4%,美洲,非常友好,Chile,88.6%,82,2010/12/1,0.008,25%,76,,45%,30920,116%,0.048,316,7.1%,22
低於閾值,,1.5-3%,,590,,1,,,,0.1M,,,$0B,$0B,1.5%,美洲,Not Clustered,Cayman Islands,100.0%,,2010/12/1,,,,,66%,,181%,,,,
低於閾值,"$15,630",1.5-3%,70,50682,$21B,1,0.207,0.71,0.083,1.3M,"$14,064",$805,$1B,$0B,1.5%,美洲,友好,Trinidad and Tobago,9.1%,73,2010/12/1,0.021,33%,66,,49%,21370,143%,0.093,210,5.2%,41
低於閾值,,1.5-3%,71,634,,1,,,,0.1M,,,,,1.5%,美洲,Not Clustered,Greenland,84.4%,73,2010/12/1,,,69,,63%,,101%,,,,
低於閾值,"$4,917",1.5-3%,73,7158,$13B,1,0.29,0.631,0.078,2.7M,"$4,688",$255,$2B,$0B,1.5%,美洲,友好,Jamaica,53.7%,76,2010/12/1,0.016,49%,70,,28%,2830,116%,0.205,414,5.3%,8
低於閾值,"$11,531",1.5-3%,77,6645,$39B,1,0.225,0.636,0.139,3.4M,"$9,376",$998,$2B,$1B,1.5%,美洲,友好,Uruguay,94.4%,80,2010/12/1,0.011,42%,73,,46%,4174,132%,0.103,336,8.7%,65
低於閾值,"$10,963",1.5-3%,74,419754,"$2,140B",1,0.255,0.676,0.069,195.2M,"$9,376",$989,$6B,$19B,1.6%,美洲,中等,Brazil,84.3%,77,2010/12/1,0.015,66%,70,,41%,265887,101%,0.4,"2,600",9.0%,119
低於閾值,"$7,059",1.5-3%,75,403,$1B,1,0.253,0.663,0.085,0.2M,"$4,688",$525,$0B,$0B,1.6%,美洲,友好,St. Lucia,18.5%,77,2010/12/1,0.014,34%,72,,43%,,112%,0.106,92,7.8%,14
低於閾值,"$21,881",1.5-3%,75,2464,$8B,1,0.225,0.706,0.07,0.4M,"$18,752","$1,626",$2B,$0B,1.6%,美洲,友好,"Bahamas, The",82.5%,78,2010/12/1,0.011,45%,72,,43%,,119%,0.055,58,7.4%,24
低於閾值,"$7,773",1.5-3%,80,7770,$36B,1,0.249,0.686,0.065,4.7M,"$4,688",$750,$2B,$1B,1.6%,美洲,中等,Costa Rica,71.7%,82,2010/12/1,0.009,55%,77,,37%,4646,67%,0.171,272,9.7%,60
低於閾值,"$6,234",1.5-3%,72,209,$1B,1,0.265,0.668,0.067,0.1M,"$4,688",$293,$0B,$0B,1.7%,美洲,友好,St. Vincent and the Grenadines,48.8%,74,2010/12/1,0.019,39%,70,,39%,,121%,0.092,111,4.7%,10
低於閾值,"$11,468",1.5-3%,76,180512,$463B,1,0.249,0.645,0.106,40.4M,"$9,376",$751,$6B,$6B,1.7%,美洲,中等,Argentina,91.0%,79,2010/12/1,0.013,108%,72,,45%,78162,141%,0.106,453,8.2%,25
低於閾值,"$13,017",1.5-3%,76,513,$1B,1,0.262,0.665,0.072,0.1M,"$9,376",$736,$0B,$0B,1.7%,美洲,友好,Antigua and Barbuda,26.2%,78,2010/12/1,0.009,41%,73,,47%,,193%,0.11,207,5.7%,21
低於閾值,,1.5-3%,79,,,1,,,,0.0M,,,,,1.7%,美洲,Not Clustered,St. Martin (French part),,82,2010/12/1,,,76,,,,,,,,
低於閾值,"$8,321",1.5-3%,71,2384,$4B,1,0.286,0.649,0.064,0.5M,"$4,688",$483,$0B,$0B,1.8%,美洲,低,Suriname,66.3%,74,2010/12/1,0.022,28%,67,,32%,,99%,0.116,199,5.8%,694
低於閾值,"$7,367",1.5-3%,73,260,$1B,1,0.275,0.652,0.072,0.1M,"$4,688",$438,$0B,$0B,1.9%,美洲,中等,Grenada,35.7%,75,2010/12/1,0.012,45%,70,,27%,,117%,0.106,140,6.0%,15
低於閾值,"$3,444",1.5-3%,72,6249,$21B,1,0.321,0.61,0.069,6.2M,$0,$238,$1B,$0B,2.0%,美洲,中等,El Salvador,64.3%,76,2010/12/1,0.015,35%,67,,16%,4210,124%,,320,6.9%,17
低於閾值,"$6,179",1.5-3%,74,75680,$287B,1,0.288,0.656,0.056,46.4M,"$4,688",$418,$3B,$2B,2.0%,美洲,非常友好,Colombia,75.0%,77,2010/12/1,0.016,80%,70,,37%,32235,96%,0.094,208,6.8%,14
低於閾值,"$8,907",1.5-3%,77,443674,"$1,050B",1,0.3,0.64,0.06,117.9M,"$4,688",$603,$13B,$9B,2.0%,美洲,非常友好,Mexico,77.8%,79,2010/12/1,0.014,51%,74,,31%,178924,78%,0.053,404,6.3%,7
低於閾值,"$7,834",1.5-3%,77,9633,$29B,1,0.293,0.639,0.068,3.7M,"$4,688",$627,$3B,$1B,2.0%,美洲,友好,Panama,65.1%,80,2010/12/1,0.017,44%,74,,40%,3710,181%,0.077,482,8.5%,9
低於閾值,"$5,092",1.5-3%,74,57579,$149B,1,0.3,0.64,0.06,29.3M,"$4,688",$257,$2B,$2B,2.1%,美洲,非常友好,Peru,76.9%,77,2010/12/1,0.015,37%,71,,35%,19207,100%,0.19,380,4.9%,26
低於閾值,"$13,566",1.5-3%,74,201747,$394B,1,0.295,0.649,0.056,29.0M,"$9,376",$639,$1B,$2B,2.1%,美洲,低,Venezuela,88.8%,77,2010/12/1,0.014,52%,71,,37%,75502,96%,0.183,864,4.7%,141
低於閾值,"$2,874",1.5-3%,66,1701,$2B,1,0.376,0.592,0.033,0.8M,$0,$188,$0B,$0B,2.2%,美洲,中等,Guyana,28.2%,68,2010/12/1,0.032,39%,63,,30%,,71%,0.145,288,6.6%,24
低於閾值,"$5,089",1.5-3%,73,20964,$51B,1,0.312,0.628,0.06,10.0M,"$4,688",$278,$4B,$1B,2.2%,美洲,中等,Dominican Republic,73.8%,76,2010/12/1,0.026,40%,70,,31%,7178,89%,0.121,324,5.5%,19
低於閾值,"$4,501",1.5-3%,76,32636,$68B,1,0.31,0.629,0.062,15.0M,$0,$335,$1B,$1B,2.2%,美洲,中等,Ecuador,62.7%,79,2010/12/1,0.021,35%,73,,29%,12428,99%,,654,7.2%,56
低於閾值,"$3,101",1.5-3%,72,5075,$20B,1,0.335,0.613,0.052,6.5M,$0,$271,$0B,$0B,2.4%,美洲,中等,Paraguay,58.5%,74,2010/12/1,0.021,35%,70,,20%,4789,92%,0.26,311,8.7%,35
低於閾值,"$4,532",1.5-3%,73,422,$1B,1,0.355,0.606,0.039,0.3M,$0,$265,$0B,$0B,2.4%,美洲,中等,Belize,45.0%,76,2010/12/1,0.016,33%,70,,14%,,63%,0.139,147,5.8%,44
低於閾值,"$1,535",1.5-3%,74,4547,$9B,1,0.345,0.609,0.046,5.8M,$0,$112,$0B,$0B,2.4%,美洲,中等,Nicaragua,57.3%,77,2010/12/1,0.022,63%,71,,10%,2951,68%,0.133,222,7.6%,39
低於閾值,"$1,935",1.5-3%,67,15456,$20B,1,0.36,0.593,0.047,10.2M,$0,$106,$0B,$0B,2.6%,美洲,低,Bolivia,66.4%,69,2010/12/1,0.035,80%,64,,22%,7341,71%,0.099,"1,080",5.5%,49
低於閾值,$669,1.5-3%,62,2120,$7B,1,0.362,0.594,0.045,9.9M,$0,$45,$0B,$0B,2.7%,美洲,低,Haiti,52.0%,64,2010/12/1,0.073,40%,60,,8%,2409,40%,0.175,184,6.7%,105
低於閾值,"$2,078",1.5-3%,73,8108,$16B,1,0.368,0.589,0.043,7.6M,$0,$176,$1B,$0B,2.7%,美洲,中等,Honduras,51.7%,75,2010/12/1,0.021,44%,70,,11%,4567,125%,0.189,224,8.7%,14
低於閾值,"$2,882",高於 3%,72,11118,$41B,1,0.415,0.541,0.044,14.3M,$0,$198,$1B,$1B,3.2%,美洲,友好,Guatemala,49.3%,75,2010/12/1,0.028,41%,68,,11%,10251,126%,0.133,344,6.9%,37
低於閾值,,高於 3%,,,,1,,,,0.0M,,,$1B,$0B,,美洲,Not Clustered,Sint Maarten (Dutch part),100.0%,,2011/12/1,,,,,,,,,,,
低於閾值,,高於 3%,,,,1,,,,0.0M,,,,,,美洲,Not Clustered,Turks and Caicos Islands,90.7%,,2011/12/1,,,,,,,,,,,
低於閾值,"$6,883",高於 3%,,,$0B,1,,,,0.1M,"$4,688",$402,$0B,$0B,,美洲,友好,Dominica,68.4%,,2011/12/1,0.011,37%,,,51%,,153%,0.088,117,6.0%,12
低於閾值,"$13,746",高於 3%,,,$1B,1,,,,0.1M,"$9,376",$820,$0B,$0B,,美洲,友好,St. Kitts and Nevis,31.8%,,2011/12/1,0.008,53%,,,78%,,145%,0.094,203,5.8%,19
低於閾值,"$6,051",低於 1.5%,79,,$68B,1,0.169,0.703,0.127,11.3M,"$4,688",$648,$3B,,1.0%,美洲,Not Clustered,Cuba,76.7%,81,2011/12/1,0.006,,77,,16%,11187,12%,,,10.6%,
低於閾值,"$25,355",低於 1.5%,76,,$3B,1,0.204,0.689,0.107,0.1M,"$23,440",,$1B,$0B,1.1%,美洲,Not Clustered,Aruba,42.7%,78,2011/12/1,,,73,,69%,,,0.097,,,
低於閾值,"$27,125",低於 1.5%,79,,$100B,1,0.201,0.666,0.132,3.7M,"$23,440",,$3B,$1B,1.1%,美洲,非常友好,Puerto Rico,93.8%,82,2011/12/1,,63%,75,,48%,,84%,,218,,6
低於閾值,"$51,830",低於 1.5%,81,,"$1,780B",1,0.164,0.691,0.145,34.3M,"$51,568","$5,656",$20B,$41B,1.1%,美洲,非常友好,Canada,81.1%,83,2011/12/1,0.005,26%,79,,83%,251845,79%,0.03,131,10.9%,5
低於閾值,"$85,973",低於 1.5%,80,,$6B,1,,,,0.1M,"$84,384",,$0B,$0B,1.2%,美洲,Not Clustered,Bermuda,100.0%,82,2011/12/1,,,77,,88%,,,,,,
低於閾值,"$15,503",低於 1.5%,75,,$4B,1,0.191,0.704,0.105,0.3M,"$14,064",$935,,,1.3%,美洲,友好,Barbados,31.9%,77,2011/12/1,0.014,41%,73,,72%,,124%,0.087,245,7.2%,18
低於閾值,,低於 1.5%,78,,,1,0.197,0.669,0.134,0.2M,,,$1B,$0B,1.3%,美洲,Not Clustered,Curacao,89.8%,81,2011/12/1,,,74,,,,136%,,,,
高於閾值,"$49,746",低於 1.5%,79,,"$15,500B",1,0.197,0.669,0.133,311.6M,"$46,880","$8,467",$185B,,1.3%,美洲,非常友好,United States,80.9%,81,2011/12/1,0.006,47%,76,,70%,2191193,94%,0.033,187,17.7%,5
低於閾值,,低於 1.5%,,,,1,,,,0.1M,,,,,1.4%,美洲,Not Clustered,Greenland,84.8%,,2011/12/1,,,,,64%,,104%,,,,
低於閾值,"$14,502",低於 1.5%,79,,$251B,1,0.217,0.688,0.094,17.3M,"$14,064","$1,022",$3B,$2B,1.4%,美洲,非常友好,Chile,88.8%,82,2011/12/1,0.007,25%,76,,52%,33574,129%,0.09,316,7.1%,8
低於閾值,,1.5-3%,,,,1,,,,0.1M,,,$0B,$0B,1.5%,美洲,Not Clustered,Cayman Islands,100.0%,,2011/12/1,,,,,70%,,171%,,,,
低於閾值,"$17,761",1.5-3%,70,,$24B,1,0.207,0.708,0.085,1.3M,"$14,064",$935,$1B,$0B,1.5%,美洲,友好,Trinidad and Tobago,8.9%,73,2011/12/1,0.02,29%,66,,55%,20918,137%,0.08,210,5.3%,41
低於閾值,"$12,593",1.5-3%,74,,"$2,480B",1,0.25,0.679,0.071,196.9M,"$9,376","$1,119",$7B,$25B,1.5%,美洲,中等,Brazil,84.6%,77,2011/12/1,0.014,66%,70,,46%,270028,119%,0.439,"2,600",8.9%,119
低於閾值,"$5,346",1.5-3%,74,,$14B,1,0.284,0.637,0.079,2.7M,"$4,688",$273,$2B,$0B,1.5%,美洲,友好,Jamaica,53.9%,76,2011/12/1,0.015,44%,71,,37%,3066,107%,0.195,414,5.2%,7
低於閾值,"$21,490",1.5-3%,75,,$8B,1,0.22,0.708,0.072,0.4M,"$18,752","$1,622",$2B,$0B,1.5%,美洲,友好,"Bahamas, The",82.6%,78,2011/12/1,0.011,47%,72,,65%,,82%,0.051,58,7.5%,24
低於閾值,"$13,961",1.5-3%,77,,$47B,1,0.223,0.638,0.139,3.4M,"$9,376","$1,213",$2B,$1B,1.5%,美洲,友好,Uruguay,94.6%,80,2011/12/1,0.01,42%,73,,51%,4430,141%,0.098,336,8.8%,7
低於閾值,"$7,229",1.5-3%,75,,$1B,1,0.248,0.666,0.086,0.2M,"$4,688",$513,$0B,$0B,1.6%,美洲,友好,St. Lucia,18.5%,77,2011/12/1,0.013,34%,72,,45%,,121%,0.1,92,7.6%,15
低於閾值,"$8,704",1.5-3%,80,,$41B,1,0.244,0.689,0.067,4.7M,"$4,688",$883,$2B,$1B,1.6%,美洲,中等,Costa Rica,72.9%,82,2011/12/1,0.009,55%,77,,39%,4655,88%,0.161,246,10.2%,60
低於閾值,"$6,191",1.5-3%,72,,$1B,1,0.261,0.671,0.068,0.1M,"$4,688",$310,$0B,$0B,1.7%,美洲,友好,St. Vincent and the Grenadines,49.1%,74,2011/12/1,0.018,39%,70,,43%,,121%,0.091,111,4.9%,10
